-,# name,ra,dec,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,star_distance,discovered
planet,HD 39194 d,86.1333333,-70.1436111,-,-,33.91,0.185,0.333,-,25.9,2011
planet,HD 39392 b,88.32916667,22.07222223,-,-,394.3,1.08,0.394,-,94.2,2016
planet,HD 39855 b,88.63,-19.7,-,-,3.2498,0.041,0.14,-,23.28,2019
planet,HD 40307 b,88.5166667,-60.0233333,-,-,4.3114,0.0475,0.12,-,12.8,2008
planet,HD 40307 c,88.5166667,-60.0233333,-,-,9.621,0.0812,0.05,-,12.8,2008
planet,HD 40307 d,88.5166667,-60.0233333,-,-,20.412,0.134,0.07,-,12.8,2008
planet,HD 40307 e,88.5166667,-60.0233333,-,-,34.62,0.1886,0.15,-,12.8,2012
planet,HD 40307 f,88.5166667,-60.0233333,-,-,51.68,0.2485,0.19,-,12.8,2012
planet,HD 40307 g,88.5166667,-60.0233333,-,-,197.8,0.6,0.29,-,12.8,2012
planet,HD 40956 b,91.66250001,63.4538889,-,-,578.6,1.4,0.24,-,118,2017
planet,HD 40979 b,91.1208333,44.2602778,-,-,264.1,0.846,0.252,-,33.3,2002
planet,HD 41004 A b,89.9541667,-48.2394444,-,-,963,1.64,0.39,-,42.5,2004
planet,HD 41004 B b,89.9583333,-48.2397222,-,1.06,1.32363,0.0177,0.058,-,43.03,2004
planet,HD 4113 A b,10.8041667,-37.9825,-,-,526.62,1.28,0.903,-,44,2007
planet,HD 42012 b,92.48541669,34.13530556,-,-,857.5,1.67,0,-,37.1,2017
planet,HD 4203 b,11.1708333,20.4488889,-,-,437.05,1.164,0.52,-,77.5,2001
planet,HD 4203 c,11.1708333,20.4488889,-,-,6700,-,0.24,-,77.5,2014
planet,HD 4208 b,11.1083333,-26.5155556,-,-,828,1.65,0.052,-,33.9,2001
planet,HD 42618 b,93.00416667,6.783055584,-,-,149.61,0.554,0.19,-,23.5,2016
planet,HD 42936 b,91.62500001,-72.5127778,-,-,6.6732,0.0662,0.14,-,48.9,2019
planet,HD 4308 b,11.1625,-65.6494444,-,-,15.609,0.118,0.27,-,21.9,2005
planet,HD 4313 b,11.4166667,7.845,-,-,356,1.19,0.041,-,137,2010
planet,HD 43197 b,93.4,-29.8972222,-,-,327.8,0.92,0.83,-,54.9,2009
planet,HD 43691 A b,94.8958333,41.0922222,-,-,36.99913,0.238,0.085,-,93.2,2007
planet,HD 44219 b,95.0583333,-10.725,-,-,472.3,1.19,0.61,-,50.43,2009
planet,HD 44385 b,98.26665553,78.97952673,-,-,473.5,1.4,0.2,-,214,2018
planet,HD 45184 b,96.1833333,-28.78,-,-,5.8872,0.0638,0.3,-,21.9,2011
planet,HD 45184 c,96.1833333,-28.78,-,-,13.1354,0.11,0.07,-,21.9,2019
planet,HD 45350 b,97.1875,38.9627778,-,-,890.76,1.92,0.778,-,49,2004
planet,HD 45364 b,96.4083333,-31.4808333,-,-,226.93,0.6813,0.1684,-,32.6,2009
planet,HD 45364 c,96.4083333,-31.4808333,-,-,342.85,0.8972,0.0974,-,32.6,2009
planet,HD 45652 b,97.3041667,10.9338889,-,-,43.6,0.23,0.38,-,36,2008
planet,HD 46375 A b,98.3,5.4627778,-,1.02,3.02358,0.041,0.0524,-,33.4,2000
planet,HD 47186 b,99.0375,-27.6222222,-,-,4.0845,0.05,0.038,-,37.84,2008
planet,HD 47186 c,99.0375,-27.6222222,-,-,1353.6,2.395,0.249,-,37.84,2008
planet,HD 4732 A b,12.30811925,-24.13667289,-,-,360.2,1.19,0.13,-,56.5,2013
planet,HD 4732 A c,12.30811925,-24.13667289,-,-,2732,4.6,0.23,-,56.5,2013
planet,HD 47366 b,99.42083335,-12.98500002,-,-,363.3,1.214,0.089,-,80,2016
planet,HD 47366 c,99.42083335,-12.98500002,-,-,684.7,1.853,0.278,-,80,2016
planet,HD 4747 b,12.36152238,-23.21248221,66.6,-,12090,16.4,0.734,50,18.69,2016
planet,HD 47536 b,99.4458333,-32.3397222,-,-,430,1.61,0.2,-,121.36,2003
planet,HD 4760 b,12.41625762,6.407141909,-,-,434,1.14,0.23,-,-,2021
planet,HD 48265 b,100.0083333,-48.5419444,-,-,700,1.51,0.18,-,87.4,2008
planet,HD 4917 b,12.77615626,-12.92760293,-,1.224,400.5,-,-,-,134.4,2013
planet,HD 49674 b,102.875,40.8675,-,0.98,4.94739,0.058,0.0495,-,40.7,2002
planet,HD 50499 b,103.0083333,-33.9155556,-,-,2483.7,3.93,0.27,-,47.26,2005
planet,HD 50499 c,103.0083333,-33.9155556,-,-,8620,9.02,0,-,47.26,2005
planet,HD 50554 b,103.675,24.2455556,-,-,1293,2.41,0.5,-,31.03,2002
planet,HD 51608 b,103.7125,-55.2594444,-,-,14.071,0.10805,0.081,-,34.8,2011
planet,HD 51608 c,103.7125,-55.2594444,-,-,95.87,0.38833,0.232,-,34.8,2011
planet,HD 52265 b,105.075,-5.3669444,-,-,119.27,0.52,0.27,-,28,2000
planet,HD 5278 b,12.54166667,-83.74388891,0.0245,0.2186,14.33902,0.12,0.08,89.27,56.12,2021
planet,HD 5278 c,12.54166667,-83.74388891,-,-,40.87,0.2416,0.07,-,56.12,2021
planet,HD 5319 b,13.7541667,0.7894444,-,-,675,1.75,0.12,-,100,2007
planet,HD 5319 c,13.7541667,0.7894444,-,-,886,2.071,0.15,-,100,2016
planet,HD 5388 b,13.7958333,-47.4058333,69,-,777,1.76,0.4,178.3,53,2009
planet,HD 5433 b,14.05416667,15.65611113,-,-,576.6,1.37,0.81,-,62.4,2021
planet,HD 55696 b,108.0623755,-38.17454006,-,-,1827,3.18,0.705,-,72,2018
planet,HD 5583 b,14.48750002,34.98555558,-,-,139.35,0.53,0.076,-,221,2016
planet,HD 5608 b,14.55925,33.95089,-,1.222,779.9,1.911,0.056,-,58.2,2012
planet,HD 564 b,2.470833351,-50.26777778,-,-,492.3,1.2,0.096,-,54,2014
planet,HD 5891 b,15.1375,20.2925,-,-,177.11,0.76,0.066,-,251,2011
planet,HD 59686 A b,112.95,17.0858333,-,-,299.36,1.086,0.05,-,96.8,2003
planet,HD 60292 b,114.6208333,66.23527778,-,-,495.4,1.5,0.27,-,318.5,2020
planet,HD 60532 b,113.5125,-22.2961111,9.21,-,201.83,0.77,0.278,20,25.7,2008
planet,HD 60532 c,113.5125,-22.2961111,21.81,-,607.06,1.58,0.038,20,25.7,2008
planet,HD 60584 b,113.5791667,-23.47361113,28,-,-,15.58,-,-,-,2022
planet,HD 62509 b,116.325,28.0261111,-,-,589.64,1.69,0.02,-,10.34,2006
planet,HD 63433 b,117.4791667,27.36333335,-,0.1918,7.10793,0.0719,0,89.38,22.42,2020
planet,HD 63433 c,117.4791667,27.36333335,-,0.2418,20.5456,0.1458,0,89.147,22.42,2020
planet,HD 63454 b,114.8375,-78.2788889,-,1.06,2.81747,0.036,0.0177,-,35.8,2005
planet,HD 63765 b,116.9583333,-54.2641667,-,-,358,0.949,0.24,-,32.6,2009
planet,HD 63935 b,117.925,9.386388899,0.034,0.2668,9.058811,-,0,88.49,48.8,2021
planet,HD 63935 c,117.925,9.386388899,0.0349,0.259,21.4023,-,0,88.241,48.8,2021
planet,HD 64114 b,117.98,-11.03,-,-,45.791,0.246,0.12,-,31.56,2019
planet,HD 64121 b,117.3666667,-54.81222225,-,-,623,1.51,0.11,-,130,2022
planet,HD 6434 b,16.1666667,-39.4880556,-,-,21.998,0.14,0.17,-,40.32,2000
planet,HD 65216 A b,118.4208333,-63.6472222,-,-,577.6,1.301,0.27,-,34.3,2003
planet,HD 65216 A c,118.4208333,-63.6472222,-,-,5370,5.75,0.17,-,34.3,2011
planet,HD 66141 b,120.5667,2.3344,-,-,480.5,1.2,0.07,-,80.9,2012
planet,HD 66428 b,120.8666667,-1.1625,-,-,1973,3.18,0.465,-,55,2006
planet,HD 66428 c,120.8666667,-1.1625,-,-,39000,23,0.32,-,55,2021
planet,HD 67087 b,121.9166667,31.5513889,-,-,352.2,1.08,0.17,-,88.8,2015
planet,HD 67087 c,121.9166667,31.5513889,-,-,2374,3.86,0.76,-,88.8,2015
planet,HD 6718 b,16.9541667,-8.2336111,-,-,2496,3.56,0.1,-,55.9,2009
planet,HD 68402 b,121.35,-74.41055557,-,-,1103,2.18,0.03,-,78,2016
planet,HD 68988 b,124.5916667,61.4605556,-,-,6.2771,0.0704,0.1249,-,58,2001
planet,HD 68988 c,124.5916667,61.4605556,15,-,12700,13.2,0.45,-,58,2006
planet,HD 69123 b,123.5541667,-35.49000002,-,-,1193.3,2.48,0.19,-,75.1,2022
planet,HD 69830 b,124.5958333,-12.6319444,0.1427,-,8.6682,0.0785,0.07,13,12.6,2006
planet,HD 69830 c,124.5958333,-12.6319444,0.1649,-,31.601,0.186,0.06,13,12.6,2006
planet,HD 69830 d,124.5958333,-12.6319444,0.2529,-,200.57,0.63,0.1,13,12.6,2006
planet,HD 70642 b,125.3666667,-39.7052778,-,-,2231,3.3,0.1,-,28.8,2003
planet,HD 7199 b,17.6958333,-66.1880556,-,-,615,1.36,0.19,-,36,2011
planet,HD 72490 b,128.40271,13.55079,-,1.218,858,1.88,0.124,-,124.22,2018
planet,HD 72659 b,128.5125,-1.5680556,-,-,3658,4.74,0.22,-,49.8,2002
planet,HD 72892 b,128.7208334,-14.45666668,-,-,39.475,0.228,0.423,-,72.78,2016
planet,HD 73267 b,129.075,-34.46,-,-,1260,2.198,0.256,-,54.91,2008
planet,HD 73526 b,129.3166667,-41.3188889,-,-,188.9,0.65,0.29,-,99,2002
planet,HD 73526 c,129.3166667,-41.3188889,-,-,379.1,1.03,0.28,-,99,2006
planet,HD 73534 b,129.8166667,12.9602778,-,-,1800,3.15,0.046,-,96.99,2009
planet,HD 73583 b,129.6875,-13.25666668,0.031,0.2525,6.3980416,0.0601,0.105,88.26,31.6,2021
planet,HD 73583 c,129.6875,-13.25666668,0.0302,0.2436,18.8805,0.1233,0.093,89.61,31.6,2021
planet,HD 74156 b,130.6041667,4.5780556,-,-,51.6385,0.2916,0.638,-,64.56,2003
planet,HD 74156 c,130.6041667,4.5780556,-,-,2448.9,3.82,0.3829,-,64.56,2003
planet,HD 7449 A b,18.6208333,-5.0475,-,-,1255.5,2.38,0.92,-,39,2011
planet,HD 7449 A c,18.6208333,-5.0475,-,-,15441,12.7,0,-,39,2011
planet,HD 75289 b,131.9166667,-41.7366667,-,1.03,3.50928,0.046,0.0211,-,28.94,1999
planet,HD 75784 b,133.0997557,13.23343595,-,-,341.7,1.073,0.13,-,68.7,2014
planet,HD 75784 c,133.0997557,13.23343595,-,-,5040,6.5,0.36,-,68.7,2015
planet,HD 75898 b,133.4625,33.0569444,-,-,418.2,1.19,0.1,-,80.58,2007
planet,HD 76700 b,133.4791667,-66.8008333,-,0.99,3.97101,0.049,0.0616,-,59.7,2002
planet,HD 76920 b,133.8208333,-67.26555557,-,-,415.89,1.187,0.8782,-,184.8,2017
planet,HD 77065 b,135.1958333,21.45361112,-,-,119.1135,0.438,0.69397,-,31.7,2016
planet,HD 77338 b,135.3,-25.5269,-,-,5.7561,0.0614,-,-,40.75,2012
planet,HD 79181 b,137.9958334,-19.74750003,-,-,273.1,0.9,0.26,-,-,2021
planet,HD 79211 b,138.6028333,52.68636113,-,-,24.45,0.141,0.11,-,6.334,2020
planet,HD 7924 b,20.4958333,76.7102778,-,1.05,5.39792,0.05664,0.058,-,16.8,2009
planet,HD 7924 c,20.4958333,76.7102778,-,-,15.299,0.1134,0.098,-,16.8,2015
planet,HD 7924 d,20.4958333,76.7102778,-,-,24.451,0.1551,0.21,-,16.8,2015
planet,HD 79498 b,138.7875,23.3755556,-,-,1966,3.13,0.59,-,49,2012
planet,HD 80606 b,140.6541667,50.6036111,3.94,0.921,111.43637,0.449,0.93366,89.285,58.4,2001
planet,HD 80653 b,140.339249,14.367923,0.01762,0.144,0.719573,0.0166,-,82.1,109.86,2020
planet,HD 80869 b,140.7916667,33.90472224,-,-,1711.7,2.878,0.862,-,85.6,2021
planet,HD 81040 b,140.9458333,20.3644444,8.04,-,1001.7,1.94,0.526,-,32.56,2005
planet,HD 81688 b,142.1666667,45.6013889,-,-,184.02,0.66,0,-,88.26,2008
planet,HD 81817 b,144.2708333,81.30972224,-,-,1047.1,3.3,-,-,269,2020
planet,HD 82886 b,143.9375,34.7808333,-,-,705,1.65,0.27,-,125,2011
planet,HD 82943 b,143.7083333,-12.1294444,14.5,-,442.4,1.19,0.203,19.4,27.46,2003
planet,HD 82943 c,143.7083333,-12.1294444,14.39,-,219.3,0.746,0.425,19.4,27.46,2003
planet,HD 82943 d,143.7083333,-12.1294444,-,-,1078,2.145,0,-,27.46,2013
planet,HD 8326 b,20.53,-26.89,-,-,159,0.533,0.2,-,30.71,2019
planet,HD 83443 b,144.2958333,-43.2719444,-,1.04,2.985628,0.0406,0.012,-,43.54,2002
planet,HD 83443 c,144.2958333,-43.2719444,-,-,8241,8,0.76,-,43.54,2022
planet,HD 8535 b,20.9041667,-41.2697222,-,-,1313,2.45,0.15,-,52.5,2009
planet,HD 85390 b,147.5083333,-49.7902778,-,-,799.52,1.373,0.5,-,33.96,2009
planet,HD 85512 b,147.7791667,-43.5027778,-,-,58.43,0.26,0.11,-,11.15,2011
planet,HD 85628 A b,147.5800667,-66.113925,3.1,1.53,2.82406,0.047,0,86.7,171.54,2019
planet,HD 8574 b,21.3,28.5666667,-,-,227.55,0.77,0.288,-,44.2,2003
planet,HD 86081 A b,149.025,-3.8083333,-,1.08,1.99809,0.039,0.0575,-,91,2006
planet,HD 86226 b,149.125,-24.0994444,-,-,1628,2.73,0.059,-,42.48,2010
planet,HD 86264 b,149.2416667,-15.895,-,-,1475,2.86,0.7,-,72.6,2009
planet,HD 8673 A b,21.5333333,34.5794444,-,-,1634,3.02,0.723,-,38.25,2010
planet,HD 86950 b,150.4083333,-17.33305558,-,-,1270,2.72,0.17,-,169,2016
planet,HD 87646 A b,151.6698704,17.89510364,-,-,13.481,0.117,0.05,-,-,2016
planet,HD 87646 A c,151.6698704,17.89510364,-,-,674,1.58,0.5,-,-,2016
planet,HD 87883 b,152.1791667,34.2422222,81.9,-,2754,3.6,0.53,8.5,18.1,2009
planet,HD 88133 b,152.5291667,18.1866667,-,1,3.41566,0.047,0.0761,-,74.5,2004
planet,HD 89307 b,154.5875,12.6208333,-,-,2199,3.34,0.25,-,30.9,2004
planet,HD 89345 b,154.6708333,10.12916668,0.1123,0.612,11.81399,0.105,0.203,87.7,126.6,2018
planet,HD 89744 b,155.5416667,41.2294444,10.32,-,256.78,0.917,0.677,54,40,2000
planet,HD 89744 c,155.5416667,41.2294444,-,-,6974,8.3,0.29,-,40,2013
planet,HD 90156 b,155.9791667,-29.6455556,-,-,49.77,0.25,0.31,-,39.6,2009
planet,HD 91669 b,158.725,-13.78805558,-,-,497.5,1.205,0.448,-,71.725,2008
planet,HD 9174 b,22.50416667,-19.60444446,-,-,1179,2.2,0.12,-,78.93,2016
planet,HD 92788 b,160.7,-2.1836111,27.02,-,325.8,0.97,0.35,8,32.82,2000
planet,HD 92788 c,160.7,-2.1836111,-,-,11611.3,10.5,0.46,-,32.82,2013
planet,HD 92987 b,160.9,-39.05861112,-,-,10790,9.75,0.25,-,43.66,2019
planet,HD 93083 b,161.0833333,-33.5769444,-,-,143.58,0.477,0.14,-,28.9,2005
planet,HD 93385 A b,161.5625,-41.4644444,-,-,7.3426,0.0756,0.295,-,42.2,2021
planet,HD 93385 A c,161.5625,-41.4644444,-,-,13.18,0.112,0.2,-,42.2,2011
planet,HD 93385 A d,161.5625,-41.4644444,-,-,46.025,0.257,0.24,-,42.2,2011
planet,HD 9446 b,23.3333333,29.2652778,-,-,30.0608,0.1892,0.214,-,53,2010
planet,HD 9446 c,23.3333333,29.2652778,-,-,189.6,0.646,0.071,-,53,2010
planet,HD 94834 b,164.31297,24.14278,-,1.242,1576,2.74,0.14,-,81,2018
planet,HD 95086 b,164.2625,-68.6672,2.6,-,-,61.7,0.2,153,90.4,2013
planet,HD 95089 b,164.7,1.7291667,-,-,507,1.51,0.157,-,139,2010
planet,HD 95089 c,164.7,1.7291667,-,-,1860,-,0.294,-,139,2010
planet,HD 95127 b,164.8958333,43.81444447,-,-,482,1.28,0.11,-,300,2015
planet,HD 95338 b,164.8583333,-56.62305557,0.12406,0.3551,55.086,0.231,0.199,89.35,36.9,2020
planet,HD 95544 b,166.325,81.03888889,-,-,2172,3.386,0.043,-,88.02,2021
planet,HD 9578 b,23.3208333,-38.245,-,-,494,-,-,-,57.24,2009
planet,HD 95872 b,165.8666667,-22.0938889,-,-,4375,5.2,0.06,-,72.3704,2015
planet,HD 96063 b,166.1833333,-2.5133333,-,-,361.1,0.99,0.28,-,158,2011
planet,HD 96127 b,166.4416667,44.3016667,-,-,647.3,1.4,0.3,-,540,2011
planet,HD 96167 b,166.3125,-10.2913889,-,-,498.9,1.3,0.71,-,84,2009
planet,HD 96700 b,166.975,-30.1744444,-,-,8.1245,0.0777,0.138,-,25.6,2011
planet,HD 96700 c,166.975,-30.1744444,-,-,19.88,0.141,0.293,-,25.6,2021
planet,HD 96700 d,166.975,-30.1744444,-,-,103.5,0.424,0.27,-,25.6,2011
planet,HD 96992 b,167.5968501,43.91897989,-,-,514,1.24,0.41,-,-,2021
planet,HD 97334 b,168.1347939,35.81408101,53,-,-,2620,-,-,22.6538,2001
planet,HD 97619 b,169.037161,78.30895734,-,-,665.9,1.6,0.23,-,213,2018
planet,HD 97658 b,168.6375,25.7102778,0.02457,0.20047,9.489295,0.08,0.03,89.6,21.1,2010
planet,HD 98219 b,169.45,-23.9752778,-,-,436.9,1.23,0.112,-,134,2011
planet,HD 984 b,3.54166667,-7.199166683,61,-,-,28,0.76,120.8,47.1,2017
planet,HD 98649 b,170.2166667,-23.2172222,-,-,6023,6.57,0.86,-,40.3,2011
planet,HD 98736 b,170.4541667,18.19000001,-,-,968.8,1.864,0.226,-,31,2018
planet,HD 99109 b,171.0708333,-1.5288889,-,-,439.3,1.105,0.09,-,60.5,2006
planet,HD 99283 b,171.4875,55.85055557,-,-,310.4,1.08,0.2,-,-,2021
planet,HD 99492 b,171.6916667,3.0061111,-,-,17.054,0.123,0.07,-,18,2004
planet,HD 99706 b,172.125,43.9666667,-,-,868,2.14,0.365,-,129,2011
planet,HD 99706 c,172.125,43.9666667,-,-,1123,-,0.411,-,129,2010
planet,HII 1348 b,56.82500001,24.39083335,59,-,-,138,-,-,127,2012
planet,HIP 105854 b,321.5958333,-37.82944447,-,-,184.2,0.655,0.02,-,80.84,2014
planet,HIP 107772 b,327.5,-41.24500001,-,-,55.19,0.243,0.18,-,23.66,2020
planet,HIP 107773 b,327.5,-64.71250002,-,-,144.3,0.72,0.09,-,106,2015
planet,HIP 109384 b,332.1333,71.3144,-,-,499.48,1.134,0.549,-,56.2,2016
planet,HIP 109600 b,333.025,29.06583335,-,-,232.08,0.706,0.163,-,58.6,2016
planet,HIP 114933 b,349.2083334,-21.20305556,-,-,1481.6,2.84,0.21,-,102.06,2020
planet,HIP 116454 b,353.9541667,0.445555574,0.0372,0.226,9.1265,0.098,0.205,88.43,55.2,2014
planet,HIP 11915 b,38.45416668,-19.61194447,-,-,3830,4.8,0.1,-,57.3,2015
planet,HIP 12961 b,41.6791667,-23.0866667,-,-,57.435,0.13,0.16,-,23,2009
planet,HIP 14810 b,47.8083333,21.0972222,-,-,6.673855,0.0692,0.1427,-,52.9,2006
planet,HIP 14810 c,47.8083333,21.0972222,-,-,147.73,0.545,0.164,-,52.9,2006
planet,HIP 14810 d,47.8083333,21.0972222,-,-,962,1.89,0.173,-,52.9,2009
planet,HIP 21152 b,68.02083334,5.410000016,27.5,-,22280,17,0.54,104.7,-,2022
planet,HIP 29724 b,93.91250001,-57.70166668,63,-,-,6.3,-,-,-,2022
planet,HIP 3206 b,147.2041667,40.18722223,-,-,1211,2.108,0.298,-,17.9352,2021
planet,HIP 34222 b,106.425,27.47083335,-,-,159.986,0.492,0.305,-,22.85,2021
planet,HIP 35173 b,109.04,-3.67,-,-,41.516,0.217,0.16,-,33.19,2019
planet,HIP 36985 b,114.0333333,-3.110833344,-,-,8500,7,0.55,-,14.07,2019
planet,HIP 38594 b,118.5458333,-25.30305556,-,-,60.722,0.256,0.17,-,17.798,2020
planet,HIP 38594 c,118.5458333,-25.30305556,-,-,3477.8,3.805,0.16,-,17.798,2020
planet,HIP 38939 B,119.5182104,-25.6266283,38,-,-,1630,-,-,18.4839,2012
planet,HIP 41378 b,126.6166667,10.08027779,-,0.26,15.5712,-,-,88.4,116,2016
planet,HIP 41378 c,126.6166667,10.08027779,-,0.228,31.6978,-,-,89.58,116,2016
planet,HIP 41378 d,126.6166667,10.08027779,-,0.353,156,-,-,-,116,2016
planet,HIP 41378 e,126.6166667,10.08027779,-,0.4916,131,-,-,-,116,2016
planet,HIP 41378 f,126.6166667,10.08027779,-,0.91,324,-,-,-,116,2016
planet,HIP 4845 b,15.58750001,-10.4238889,-,-,34.15,0.176,0.25,-,21.11,2020
planet,HIP 48714 b,149.0375,62.78833335,-,-,17.818,0.112,0.5,-,10.533,2020
planet,HIP 5158 b,16.5083333,-22.4530556,-,-,345.63,0.89,0.54,-,45,2009
planet,HIP 5158 c,16.5083333,-22.4530556,-,-,9018,7.7,0.14,-,45,2010
planet,HIP 54373 b,166.86,-19.29,-,-,7.76,0.063,0.2,-,18.73,2019
planet,HIP 54373 c,166.86,-19.29,-,-,15.144,0.099,0.2,-,18.73,2019
planet,HIP 56640 b,174.1666667,-37.03916667,-,-,2574.9,3.73,0.12,-,122.76,2020
planet,HIP 57050 b,175.4375,42.7519444,-,-,41.38,0.166,0.375,-,11.02,2010
planet,HIP 57050 c,175.4375,42.7519444,-,-,532.635,0.91,0.375,-,11.02,2017
planet,HIP 57274 b,176.1708333,30.9591667,-,-,8.1352,0.07,0.187,-,25.92,2011
planet,HIP 57274 c,176.1708333,30.9591667,-,-,32.03,0.178,0.05,-,25.92,2011
planet,HIP 57274 d,176.1708333,30.9591667,-,-,431.7,1.01,0.27,-,25.92,2011
planet,HIP 5763 b,354.75,16.49444446,-,-,30.014,0.17,0.054,-,31.93,2021
planet,HIP 63242 b,194.3833,-65.6464,-,-,124.6,0.565,0.23,-,135,2013
planet,HIP 63734 b,195.9125,-16.3363889,11,-,-,30.02,-,-,-,2022
planet,HIP 64892 b,199.5208333,-44.05527778,33,-,-,159,-,-,125,2018
planet,HIP 65407 b,201.0875,48.88500002,-,-,28.125,0.177,0.14,-,16.74,2016
planet,HIP 65407 c,201.0875,48.88500002,-,-,67.3,0.316,0.12,-,16.74,2016
planet,HIP 65426 b,201.15,-51.50444446,9.9,1.5,-,110,-,-,109.2,2017
planet,HIP 65A b,0.187500015,-54.83083336,3.213,2.03,0.9809734,0.01782,0,77.18,61.89,2020
planet,HIP 67522 b,207.525,-40.83583335,5,0.8984,6.959503,-,0.059,89.34,127.27,2020
planet,HIP 67537 b,207.5791667,-39.90083335,-,-,2592.5,4.96,0.59,-,112.6,2016
planet,HIP 67851 b,208.4666667,-35.31444446,-,-,88.9,0.46,0.05,-,65.96,2014
planet,HIP 67851 c,208.4666667,-35.31444446,-,-,2131.8,3.82,0.17,-,65.96,2015
planet,HIP 68468 b,210.2666667,-32.75694447,-,-,1.8372,0.029743,0.41,-,87.8,2016
planet,HIP 68468 c,210.2666667,-32.75694447,-,-,194,0.665,0.04,-,87.8,2016
planet,HIP 70849 b,217.3291667,-46.4638889,-,-,10000,10,0.6,-,24,2009
planet,HIP 71135 b,218.22,-52.65,-,-,87.19,0.335,0.21,-,32.36,2019
planet,HIP 73990 b,226.8125,-29.50444446,21,-,-,20,-,-,125,2015
planet,HIP 73990 c,226.8125,-29.50444446,22,-,-,32,-,-,125,2015
planet,HIP 74865 b,229.4833334,-30.47805557,28,-,-,23,-,-,115,2015
planet,HIP 74890 b,229.5708333,-41.42055557,-,-,822.3,2.1,0.07,-,91.6,2016
planet,HIP 75056 b,230.0541667,-34.92555558,25,2,47500,30,0.5,-,-,2020
planet,HIP 75092 b,230.1708333,-25.9902778,-,-,926.4,2.02,0.42,-,81.86,2021
planet,HIP 75458 b,231.2291667,58.9658333,16.4,-,510.855,1.448,0.7008,46,31.5,2002
planet,HIP 75458 c,231.2291667,58.9658333,17,-,24840,19.4,-,86,31.5,2021
planet,HIP 77257 b,236.6125,7.353055565,-,-,15.5083,0.1238,0.16,-,11.8186,2021
planet,HIP 77900 b,238.625,-27.3386,34,1.76,-,3200,-,-,-,2013
planet,HIP 78530 b,240.4791667,-21.9802778,28,1.83,-,710,-,-,156.7,2011
planet,HIP 79098 (AB) b,242.1833333,-23.68527779,20.5,-,-,345,-,-,146.3,2019
planet,HIP 79431 b,243.175,-18.8755556,-,-,111.7,0.36,0.29,-,14.4,2010
planet,HIP 8541 b,27.525,-54.46500002,-,-,1560,2.8,0.16,-,169,2016
planet,HIP 86221 b,264.2958333,27.89638892,-,-,2.224,0.031,0.086,-,-,2021
planet,HIP 89474 b,273.8833333,45.20944446,-,-,15.1479,0.1192,0.121,-,-,2021
planet,HIP 90988 b,278.3875,-50.21166668,-,-,453.9,1.26,0.08,-,94.29,2020
planet,HIP 91258 b,279.2208334,61.70250002,-,-,5.0505,0.057,0.024,-,44.9,2013
planet,HIP 94235 b,287.7416667,-60.27250001,1.192,0.27,7.713057,0.0787,0.32,87.14,-,2022
planet,HIP 97166 b,296.24462,74.06286,0.063,0.2444,10.28891,0.089,0.16,-,66.08,2021
planet,HIP 97166 c,296.24462,74.06286,-,-,16.84,0.124,0.25,-,66.08,2021
planet,HIP 97233 b,296.4208333,-0.696666691,-,-,1058.8,2.55,0.61,-,106.5,2014
planet,HN Peg b,326.1291667,14.7719444,16,1.1,-,795,-,-,18.4,2007
planet,HR 2562 b,102.5042264,-60.2491438,26,-,-,20.3,-,-,33.63,2016
planet,HR 3549 b,133.2666667,-56.64944447,45,-,-,80,-,-,92.5,2015
planet,HR 5183 b,206.7375,6.349722242,-,-,27400,18,0.84,-,31.49,2019
planet,HR 7329 B,290.7125,-54.4238889,35,-,-,-,-,-,48,2000
planet,HR 7672 b,301.025,17.07027778,61.5,-,-,14,-,-,17.72,2002
planet,HR 810 b,40.6291667,-50.8033333,-,-,320.1,0.925,0.161,-,17.17,1999
planet,HR 858 b,42.98333335,-30.81444447,-,0.18601,3.58599,0.048,0.3,85.5,32,2019
planet,HR 858 c,42.98333335,-30.81444447,-,0.17299,5.97293,0.074,0.19,86.23,32,2019
planet,HR 858 d,42.98333335,-30.81444447,-,0.19306,11.23,0.1027,0.28,87.43,32,2019
planet,HR 8799 b,346.8708333,21.1341667,7,1.2,164250,68,0,28,39.4,2008
planet,HR 8799 c,346.8708333,21.1341667,8.3,1.3,82145,42.9,0,28,39.4,2008
planet,HR 8799 d,346.8708333,21.1341667,8.3,1.2,41054,27,0.1,28,39.4,2008
planet,HR 8799 e,346.8708333,21.1341667,9.6,1.17,18000,16.4,0.15,25,39.4,2010
planet,HW Vir (AB) b,191.0833333,-8.6713889,39,1,9750,4.69,0.41,-,181,2008
planet,HW Vir (AB) c,191.0833333,-8.6713889,40,2,17000,12.8,0.47,-,181,2008
planet,IC 4651 9122 b,261.2041667,-49.93333335,-,-,734,2.038,0.18,-,-,2018
planet,ITG 15B,69.93648,26.03192,9,-,-,-,-,-,139.6,1999
planet,ITG 25B,70.03213,26.08989,18,-,-,-,-,-,139.6,1999
planet,J1324+63,201.1916667,63.9702778,11.5,1.23,-,-,-,56,-,2018
planet,J1433 b,218.325,10.18972223,57.1,-,0.054,-,-,84.36,-,2016
planet,K0I-1783 b,289.341414,46.988243,0.2234,0.7904,134.4786723,0.5187,-,89.4413,887.81,2017
