-,# name,ra,dec,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,star_distance,discovered
planet,K0I-1783 c,289.341414,46.988243,0.0472,0.4853,284.060953,0.8539,-,89.95,887.81,2017
planet,K0I-4777,287.2625,42.03222224,0.3121,0.0455,0.412,0.008,0,87,170.66,2017
planet,K2-10 b,172.121964,1.690636,0.08495,0.343,19.3044,-,0.31,88.5,274.48,2015
planet,K2-100 b,129.601257,20.106064,-,0.32,1.673833,0.0296,0.24,85.1,190.04,2016
planet,K2-101 b,130.344086,18.933874,-,0.178,14.677286,-,0.1,89.4,189.33,2016
planet,K2-102 b,130.056046,19.778811,-,0.116,9.915615,-,0.1,89,189.17,2016
planet,K2-103 b,130.41037,17.640005,-,0.177,21.169861,0.131,0.06,89.73,187.19,2016
planet,K2-104 b,129.636749,19.773829,-,0.175,1.974238,0.023,0.09,88,190.21,2016
planet,K2-105 b,125.42028,13.49753,0.094,0.301,8.267704,0.0796,-,88.95,199.28,2017
planet,K2-106 b,13.07978,10.794699,0.0263,0.162,0.571331,0.0134,0,86.4,246.1,2016
planet,K2-106 c,13.07978,10.794699,0.018,0.244,13.339079,0.1091,0.18,89.35,246.1,2016
planet,K2-107 b,284.985382,-22.293402,0.84,1.426,3.313959,0.0475,-,81.9,696.95,2017
planet,K2-108 b,123.381874,16.419609,0.187,0.476,4.733999,0.0581,0.18,-,484.99,2017
planet,K2-11 b,169.042007,1.98684,-,0.674,39.93767,0.2257,-,-,332.46,2015
planet,K2-110 b,207.349533,-12.284491,0.0525,0.228,13.86387,0.1027,0.079,89.35,116.84,2017
planet,K2-111 b,59.889755,21.298685,0.01664,0.162,5.3518,0.057,0.13,86.43,201.7,2017
planet,K2-111 c,59.889755,21.298685,-,-,15.6785,0.1166,0.07,-,201.7,2020
planet,K2-113 b,19.449286,6.868895,1.28,1.083,5.817685,0.0642,0,86.44,649.75,2017
planet,K2-114 b,127.882965,11.922265,1.85,0.952,11.391013,0.0954,0,89.53,484.8,2017
planet,K2-116 b,336.151611,-11.578691,-,0.062,4.655411,0.048,0.06,89.09,49.46,2017
planet,K2-117 b,133.855682,10.469131,-,0.181,1.2916,0.0189,0.06,88.36,101.95,2017
planet,K2-117 c,133.855682,10.469131,-,0.184,5.444017,0.0492,0.15,89.49,101.95,2017
planet,K2-118 b,132.126892,15.655983,-,0.227,50.92092,0.245,0.2,89.5,324.7,2017
planet,K2-119 b,132.009735,16.901854,-,0.226,7.727283,0.0698,0.07,89.4,369.66,2017
planet,K2-12 b,173.192032,2.244884,-,0.208,8.28212,0.0802,-,-,329.36,2015
planet,K2-120 b,132.14299,17.190685,-,0.179,9.562742,0.078,0.14,89.57,289.54,2017
planet,K2-121 b,126.936722,17.579397,-,0.669,5.185761,0.0525,0.22,87.25,170.37,2017
planet,K2-122 b,126.476311,20.35957,-,0.108,2.219282,0.0285,0.21,86.39,72.19,2017
planet,K2-123 b,134.444183,21.453533,-,0.246,30.951524,0.1649,0.06,89.79,162.36,2017
planet,K2-124 b,133.64119,23.132891,0.033,0.259,6.413651,0.049,0.08,89.03,140.4,2017
planet,K2-125 b,204.14212,-14.947603,-,0.194,21.750264,0.121,0.08,89.72,124.6,2017
planet,K2-126 b,203.546539,-13.576928,-,0.176,7.385655,0.0656,0.06,89.4,103.29,2017
planet,K2-127 b,207.078384,-11.588979,-,0.747,3.588163,0.0411,0.12,87.22,723.97,2017
planet,K2-128 b,204.437653,-8.597065,-,0.127,5.675819,0.056,0.23,87.4,115.01,2017
planet,K2-129 b,289.148315,-25.644964,-,0.093,8.239493,0.057,0.13,89.21,27.82,2017
planet,K2-13 b,170.155533,2.502696,-,0.169,39.91488,0.2114,-,-,345.76,2015
planet,K2-130 b,290.270264,-19.690807,-,0.112,2.49412,0.032,0.17,86.53,118.41,2017
planet,K2-131 b,182.751556,-9.765218,-,0.152,0.36931,0.0095,0,80,153.7,2017
planet,K2-132 b,182.166397,-8.747175,0.49,1.3,9.1751,0.0916,0.29,77.56,620.41,2017
planet,K2-133 b,70.148567,25.010006,0.0069,0.12,3.07133,0.03194,-,87.6,75.2,2017
planet,K2-133 c,70.148567,25.010006,0.01,0.143,4.86784,0.04341,-,88.21,75.2,2017
planet,K2-133 d,70.148567,25.010006,0.026,0.179,11.02454,0.07487,-,89.4,75.2,2017
planet,K2-136 b,67.41246,22.882721,-,0.088,7.975292,-,0.1,89.3,59.35,2017
planet,K2-136 c,67.41246,22.882721,-,0.26,17.307137,-,0.13,89.6,59.35,2017
planet,K2-136 d,67.41246,22.882721,-,0.129,25.575065,-,0.14,89.4,59.35,2017
planet,K2-137 b,186.870728,-6.195224,0.5,0.079,0.179715,0.0058,0,89.6,99.15,2017
planet,K2-138 b,348.949036,-10.849696,0.0098,0.14,2.35322,0.0338,0.403,86.9,183,2017
planet,K2-138 c,348.949036,-10.849696,0.0198,0.225,3.55987,0.04454,0.296,87.5,183,2017
planet,K2-138 d,348.949036,-10.849696,0.0249,0.237,5.40478,0.05883,0.348,87.9,183,2017
planet,K2-138 e,348.949036,-10.849696,0.0409,0.294,8.26144,0.07807,0.315,88.7,183,2017
planet,K2-138 f,348.949036,-10.849696,0.005,0.251,12.75759,0.1043,0.364,89.03,183,2017
planet,K2-138 g,348.949036,-10.849696,0.0135,0.2688,41.96797,0.231,0.059,89.4,183,2018
planet,K2-139 b,289.066528,-17.910688,0.381,0.813,28.380619,0.1796,0,89.55,154.6,2017
planet,K2-14 b,178.057022,2.594245,-,0.429,8.36802,0.0627,-,-,367.72,2015
planet,K2-140 b,188.137344,-9.60764,0.93,1.093,6.56918,0.0687,0.12,88.3,341.6,2017
planet,K2-141 b,350.9166667,-1.189166675,0.01598,0.135,0.2803244,-,0,86.3,61,2018
planet,K2-141 c,350.9166667,-1.189166675,0.02328,0.624,7.7485,-,0,87.2,61,2018
planet,K2-146 b,130.026779,19.092878,0.01816,0.183,2.6446,0.027,0.129,88.93,79.31,2018
planet,K2-146 c,130.026779,19.092878,0.02358,0.195,4.00498,0.034,0.075,87.54,79.31,2019
planet,K2-147 b,293.833191,-28.497833,-,0.123,0.961917,0.0159,-,-,88,2018
planet,K2-148 b,14.517821,-0.193155,-,0.119,4.38395,0.0454,-,-,121,2018
planet,K2-148 c,14.517821,-0.193155,-,0.154,6.9226,0.0616,-,-,121,2018
planet,K2-148 d,14.517821,-0.193155,-,0.146,9.7579,0.0774,-,-,121,2018
planet,K2-149 b,9.821899,7.2771,-,0.146,11.332,0.083,-,-,118,2018
planet,K2-15 b,178.110794,4.254747,-,0.221,11.8104,0.091,-,-,501.03,2015
planet,K2-150 b,18.344175,8.987539,-,0.178,10.59357,0.0727,-,-,110,2018
planet,K2-151 b,19.304525,9.501381,-,0.133,3.835476,0.0373,-,-,69.61,2018
planet,K2-152 b,181.632797,-5.82741,-,0.204,32.6479,0.1716,-,-,108.7,2018
planet,K2-153 b,183.809189,2.020953,-,0.178,7.51574,0.0614,-,-,143.6,2018
planet,K2-154 b,189.001511,-2.669481,-,0.178,3.67626,0.0405,-,-,129.8,2018
planet,K2-154 c,189.001511,-2.669481,-,0.185,7.95486,0.0677,-,-,129.8,2018
planet,K2-155 b,65.468697,21.3536,0.0148,0.161,6.342,0.0562,-,88.3,82,2018
planet,K2-155 c,65.468697,21.3536,0.0205,0.232,13.85,0.0946,-,88.96,82,2018
planet,K2-155 d,65.468697,21.3536,0.0154,0.17,40.718,0.1937,-,89.61,82,2018
planet,K2-156 b,182.70018,-6.294205,-,0.103,0.81314,0.0149,-,-,150.4,2018
planet,K2-157 b,183.751343,-5.781991,-,0.094,0.365257,-,-,76.711,300.88,2018
planet,K2-158 b,179.939987,-5.721709,-,0.236,10.06049,0.0887,-,-,198.2,2018
planet,K2-158 c,179.939987,-5.721709,-,0.114,5.90279,0.0622,-,-,198.2,2018
planet,K2-159 b,180.540894,-3.580723,-,0.202,12.42205,0.1013,-,-,171.9,2018
planet,K2-16 b,175.09726,4.55734,-,0.18,7.6188,0.0667,-,87.97,338.19,2015
planet,K2-16 c,175.09726,4.55734,-,0.227,19.07863,0.1229,-,87.83,338.19,2015
planet,K2-16 d,175.09726,4.55734,-,0.092,2.71578,-,-,-,338.19,2019
planet,K2-160 b,184.054581,-3.553082,-,0.284,3.705871,-,-,88.254,318.19,2018
planet,K2-161 b,183.793839,-3.495612,-,0.546,9.283188,-,-,87.251,941.09,2018
planet,K2-162 b,186.038666,-1.111351,-,0.128,9.45889,0.0795,-,-,125.1,2018
planet,K2-163 b,182.329346,-0.539055,-,0.22,6.673117,-,-,88.253,209.67,2018
planet,K2-164 b,171.93367,-0.06284,-,0.29,17.355066,-,-,87.89,379.64,2018
planet,K2-165 b,184.90033,0.968397,-,0.114,2.354992,-,-,87.083,135.1,2018
planet,K2-165 c,184.90033,0.968397,-,0.139,4.382745,-,-,87.054,135.1,2018
planet,K2-165 d,184.90033,0.968397,-,0.236,14.101361,-,-,89.002,135.1,2018
planet,K2-166 b,185.188293,2.282436,-,0.195,8.52695,0.0858,-,-,481,2018
planet,K2-166 c,185.188293,2.282436,-,0.109,3.80464,-,-,-,481,2019
planet,K2-167 b,336.575775,-18.011171,-,0.2088,9.9785275,-,-,88.604,81.08,2018
planet,K2-168 b,333.109894,-16.341755,-,0.166,15.8523,0.0979,-,89.4,245.56,2018
planet,K2-169 b,337.044281,-14.599381,-,0.114,6.380803,-,-,87.837,237.35,2018
planet,K2-17 b,178.329773,6.412261,-,0.199,17.96753,0.119,-,-,125.56,2015
planet,K2-170 b,335.450714,-14.593286,-,0.127,7.576544,-,-,87.989,397.26,2018
planet,K2-170 c,335.450714,-14.593286,-,0.161,12.400047,-,-,88.668,397.26,2018
planet,K2-171 b,332.34082,-13.428865,-,0.24,5.628466,-,-,85.048,616.41,2018
planet,K2-172 b,335.30838,-12.5569,-,0.149,14.316941,-,-,88.914,251.51,2018
planet,K2-172 c,335.30838,-12.5569,-,0.286,29.62682,-,-,89.497,251.51,2018
planet,K2-173 b,60.37495,15.625037,-,0.143,5.868699,-,-,87.826,230.14,2018
planet,K2-174 b,60.792843,16.347446,0.0289,0.232,19.562307,0.126,-,89.95,100.1,2018
planet,K2-175 b,52.503578,17.584192,-,0.182,9.525988,-,-,87.494,249.01,2018
planet,K2-176 b,58.269165,17.907072,-,0.133,5.329439,-,-,88.063,249.01,2018
planet,K2-177 b,55.229565,20.736078,-,0.189,14.155185,-,-,87.22,499.02,2018
planet,K2-178 b,52.888882,22.43487,-,0.317,8.747818,-,-,88.611,216.08,2018
planet,K2-179 b,58.796898,23.756807,-,0.224,5.172191,-,-,88.755,191.84,2018
planet,K2-18 b,172.560455,7.588391,0.02807,0.211,32.939623,0.1429,0.2,89.5785,38.07,2015
planet,K2-18 c,172.560455,7.588391,-,-,8.962,0.06,0.47,-,38.07,2017
planet,K2-180 b,126.463936,10.246968,0.036,0.206,8.867209,0.0753,-,88.9,204.51,2018
planet,K2-181 b,127.554031,10.910294,-,0.253,6.894256,0.0706,-,-,364.82,2018
planet,K2-182 b,130.180328,10.982941,0.063,0.24,4.7369683,0.0526,0.04,89,155.9,2018
planet,K2-183 b,125.007156,14.019461,-,0.232,0.469269,-,-,25.034,331.77,2018
planet,K2-183 c,125.007156,14.019461,-,0.256,10.792635,0.0932,-,-,331.77,2018
planet,K2-183 d,125.007156,14.019461,-,0.255,22.631964,0.1527,-,-,331.77,2018
planet,K2-184 b,129.140106,14.461936,-,0.138,16.995731,0.1229,-,-,75.79,2018
planet,K2-185 b,130.259659,14.69032,-,0.117,10.616646,-,-,88.932,270.41,2018
planet,K2-186 b,135.334976,18.825455,-,0.283,41.474219,-,-,89.524,333.84,2018
planet,K2-187 b,132.523605,23.1926,-,0.116,0.77392,0.0164,-,-,333.51,2018
planet,K2-187 c,132.523605,23.1926,-,0.161,2.872042,0.0392,-,-,333.51,2018
planet,K2-187 d,132.523605,23.1926,-,0.283,7.14921,0.072,-,-,333.51,2018
planet,K2-187 e,132.523605,23.1926,-,0.212,13.609878,0.1106,-,-,333.51,2018
planet,K2-188 b,129.813629,23.357481,-,0.12,1.742169,0.0289,-,-,452.9,2018
planet,K2-188 c,129.813629,23.357481,-,0.252,7.810253,0.0785,-,-,452.9,2018
planet,K2-189 b,203.621292,-15.036359,-,0.136,2.588309,0.0361,-,-,243.93,2018
planet,K2-189 c,203.621292,-15.036359,-,0.223,6.679195,0.068,-,-,243.93,2018
planet,K2-19 b,174.960312,0.603575,0.1019,0.691,7.9194,0.074,0.2,89.47,292.14,2015
planet,K2-19 c,174.960312,0.603575,0.034,0.434,11.90715,0.0971,0.21,87.99,292.14,2015
planet,K2-19 d,174.960312,0.603575,0.031,0.102,2.50856,0.0344,-,85.83,292.14,2016
planet,K2-190 b,205.363495,-13.160896,-,0.121,10.098858,-,-,88.357,161.42,2018
planet,K2-190 c,205.363495,-13.160896,-,0.098,21.574023,-,-,88.977,161.42,2018
planet,K2-191 b,201.639175,-12.806568,-,0.141,2.858646,-,-,87.051,289.57,2018
planet,K2-192 b,206.582275,-11.556253,-,0.136,4.162817,0.049,-,-,223.99,2018
planet,K2-193 b,205.237061,-11.009296,-,0.352,14.786889,0.1184,-,-,416.91,2018
planet,K2-194 b,204.608932,-8.92715,-,0.325,39.721386,-,-,89.065,640.65,2018
planet,K2-195 b,199.831512,-8.50948,-,0.279,15.852975,0.1208,-,-,317.83,2018
planet,K2-195 c,199.831512,-8.50948,-,0.23,28.482786,-,-,88.537,317.83,2018
planet,K2-196 b,200.456345,-8.471721,-,0.321,48.324222,-,-,88.274,594.09,2018
planet,K2-197 b,202.393661,-7.374002,-,0.228,8.357881,0.0806,-,-,249.59,2018
planet,K2-198 b,198.843811,-6.464886,-,0.374,17.0428683,0.09083,-,88.904,110.91,2018
planet,K2-198 c,198.843811,-6.464886,-,0.127,3.3596055,0.03077,-,86.494,110.91,2019
planet,K2-198 d,198.843811,-6.464886,-,0.218,7.4500177,0.05234,-,89.86,110.91,2019
planet,K2-199 b,208.901703,-6.136143,0.0217,0.1543,3.2253993,0.0382,0.02,88.35,107.97,2018
planet,K2-199 c,208.901703,-6.136143,0.039,0.2543,7.3744897,0.0662,0.03,87.2,107.97,2018
planet,K2-200 b,202.251602,-4.610228,-,0.122,2.849883,-,-,87.968,185.09,2018
planet,K2-201 b,293.56073,-23.131035,-,0.125,1.05979,-,-,84.414,199.05,2018
planet,K2-201 c,293.56073,-23.131035,-,0.293,22.779878,-,-,89.272,199.05,2018
planet,K2-2016-BLG-0005L b,269.8791667,-27.60750002,1.1,-,-,4.18,-,-,5200,2022
planet,K2-202 b,283.264282,-22.407034,-,0.205,3.405164,-,-,87.672,302.99,2018
planet,K2-203 b,12.773741,-1.195891,-,0.122,9.695101,-,-,88.43,166.93,2018
planet,K2-204 b,17.382523,-0.51762,-,0.272,7.055784,-,-,87.649,586.87,2018
planet,K2-205 b,15.217487,0.425996,-,0.178,26.672263,-,-,89.097,409.95,2018
planet,K2-206 b,11.256313,0.593257,-,0.249,18.294549,-,-,89.112,246.14,2018
planet,K2-207 b,11.699704,0.640796,-,0.232,12.48749,-,-,88.62,366.84,2018
planet,K2-208 b,20.779097,0.889177,-,0.15,4.190948,-,-,88.043,258.76,2018
planet,K2-209 b,14.690681,1.383812,-,0.077,2.080615,-,-,86.231,76.67,2018
planet,K2-21 b,340.30368,-14.488987,-,0.164,9.325038,0.076,0.1,88.98,83.85,2015
planet,K2-21 c,340.30368,-14.488987,-,0.222,15.50192,0.107,0.21,88.85,83.85,2015
planet,K2-210 b,17.640936,1.578266,-,0.073,0.570233,-,-,84.105,177.39,2018
planet,K2-211 b,21.105953,1.704954,-,0.123,0.669558,-,-,81.569,274.39,2018
planet,K2-212 b,18.423407,3.096936,-,0.2364,9.795635,0.0785,-,-,109.32,2018
planet,K2-213 b,13.140305,3.507705,-,0.135,8.13087,-,-,87.862,394.05,2018
planet,K2-214 b,14.876077,4.227798,-,0.217,8.596802,0.0834,-,-,303.28,2018
planet,K2-215 b,18.470087,6.123902,-,0.189,8.269648,-,-,88.984,408.67,2018
planet,K2-216 b,11.480249,6.346971,0.02517,0.156,2.1748,0.028,0,86.9,115.84,2018
planet,K2-217 b,11.298392,6.481562,-,0.319,14.074524,-,-,88.043,386.01,2018
planet,K2-218 b,12.809659,6.84646,-,0.229,8.679885,-,-,88.453,398.41,2018
planet,K2-219 b,12.845309,8.86764,-,0.12,3.901287,-,-,86.795,328.42,2018
planet,K2-219 c,12.845309,8.86764,-,0.128,6.66767,-,-,87.269,328.42,2018
planet,K2-219 d,12.845309,8.86764,-,0.23,11.137278,-,-,88.287,328.42,2018
planet,K2-22 b,169.482819,2.61907,1.4,0.223,0.381078,0.0088,-,-,245.53,2015
planet,K2-220 b,12.769862,9.516806,-,0.213,13.683256,0.1104,-,-,234.92,2018
planet,K2-221 b,16.654982,10.189687,-,0.15,2.399094,-,-,85.447,321.63,2018
planet,K2-222 b,16.46228,11.753423,0.025,0.2097,15.3885,0.1211,0.16,-,101.59,2018
planet,K2-223 b,185.306152,-10.282037,-,0.079,0.50565,0.0127,-,-,201.1,2018
planet,K2-223 c,185.306152,-10.282037,-,0.14,4.56327,0.0549,-,-,201.1,2018
planet,K2-224 b,189.704086,-10.060654,-,0.139,4.47904,0.0516,-,-,277.7,2018
planet,K2-224 c,189.704086,-10.060654,-,0.215,10.09489,0.0886,-,-,277.7,2018
planet,K2-225 b,186.54129,-9.624804,-,0.311,15.87209,0.134,-,-,360.3,2018
planet,K2-226 b,183.645752,-9.562642,-,0.137,3.27108,0.0413,-,-,211.2,2018
planet,K2-227 b,190.948471,-8.478236,-,0.149,13.621832,-,-,88.374,188.22,2018
planet,K2-228 b,187.294785,-6.834258,-,0.108,2.69828,0.0338,-,-,142.4,2018
planet,K2-229 b,186.87326,-6.721861,0.00815,0.102,0.58426,0.0131,0,83.9,103.8,2018
planet,K2-229 c,186.87326,-6.721861,0.067,0.181,8.32727,0.0769,0,87.94,103.8,2018
planet,K2-229 d,186.87326,-6.721861,0.079,0.2364,31,0.182,0.39,88.92,103.8,2018
planet,K2-230 b,191.363205,-6.576109,-,0.175,2.86041,0.0409,-,-,548.9,2018
planet,K2-231 b,289.091827,-15.771108,0.0227,0.223,13.841901,-,-,88.6,295,2018
planet,K2-232 b,73.76651,18.654535,0.398,1,11.168454,0.10356,0.258,89.14,131.21,2018
planet,K2-233 b,230.47998,-20.231684,0.0104,0.125,2.46746,0.03317,0,88.79,67.64,2018
planet,K2-233 c,230.47998,-20.231684,-,0.119,7.06142,0.06687,0,88.95,67.64,2018
planet,K2-233 d,230.47998,-20.231684,0.0261,0.236,24.3662,0.1527,0,89.35,67.64,2018
planet,K2-237 b,253.76889,-28.710564,1.236,1.642,2.1805577,0.0353,0,84.6,309.5,2018
planet,K2-238 b,347.704346,-7.857499,0.86,1.3,3.20466,0.046,0,84.5,453,2018
planet,K2-239 b,160.594299,4.441349,0.0044,0.098,5.24,0.0441,-,88.99,49,2018
planet,K2-239 c,160.594299,4.441349,0.0028,0.089,7.775,0.0576,-,88.77,49,2018
planet,K2-239 d,160.594299,4.441349,0.0041,0.098,10.115,0.0685,-,89.43,49,2018
planet,K2-24 b,242.573715,-24.990332,0.05978,0.482,20.88977,0.154,0.06,89.25,171.39,2016
planet,K2-24 c,242.573715,-24.990332,0.04845,0.669,42.3391,0.247,0.07,89.76,171.39,2016
planet,K2-240 b,227.849609,-17.875217,0.0157,0.178,6.034,0.0513,-,89.26,70,2018
planet,K2-240 c,227.849609,-17.875217,0.0145,0.161,20.523,0.1159,-,89.66,70,2018
planet,K2-241 b,181.239365,-6.804924,-,0.227,26.8199,0.1567,-,-,149.6,2018
planet,K2-242 b,179.835907,-6.517851,-,0.227,6.51389,0.0494,-,-,109.6,2018
planet,K2-243 b,181.121399,-4.899185,-,0.194,11.54182,0.1087,-,-,269.2,2018
planet,K2-243 c,181.121399,-4.899185,-,0.179,24.94598,0.1817,-,-,269.2,2018
planet,K2-244 b,183.468918,-3.831868,-,0.156,21.06884,0.1418,-,-,214,2018
planet,K2-245 b,185.181686,-1.590889,-,0.387,11.89307,0.0959,-,-,463.4,2018
planet,K2-246 b,181.629715,-1.16056,-,0.311,5.76918,0.0602,-,-,723.1,2018
planet,K2-247 b,188.893692,-10.069232,-,0.189,2.25021,0.0304,-,-,260.2,2018
planet,K2-247 c,188.893692,-10.069232,-,0.195,6.49424,0.0615,-,-,260.2,2018
planet,K2-248 b,182.817245,-9.414005,-,0.229,7.17256,0.0699,-,-,410.5,2018
planet,K2-249 b,183.366669,-8.995114,-,0.249,12.409,0.1151,-,-,528.3,2018
planet,K2-25 b,63.273434,15.247763,0.0771,0.306,3.484552,-,0.27,88.3,45.01,2015
planet,K2-250 b,185.031769,-8.975785,-,0.218,4.01457,0.0459,-,-,417.6,2018
planet,K2-251 b,190.689224,-8.53592,-,0.21,9.30075,0.0694,-,-,147.7,2018
planet,K2-252 b,182.366364,-8.30952,-,0.155,13.81513,0.1041,-,-,229.9,2018
planet,K2-253 b,186.085403,-6.378884,-,1.13,4.00167,0.0506,-,-,901.8,2018
planet,K2-254 b,185.550751,-4.717236,-,0.145,4.09639,0.0448,-,-,229.4,2018
planet,K2-254 c,185.550751,-4.717236,-,0.195,12.11839,0.0923,-,-,229.4,2018
planet,K2-255 b,189.912994,-3.370542,-,0.259,1.96417,0.0274,-,-,192.4,2018
planet,K2-256 b,186.227158,-2.065931,-,0.235,5.52011,0.0578,-,-,580.5,2018
planet,K2-257 b,188.278488,-1.953159,-,0.074,1.60588,0.0216,-,-,64.1,2018
planet,K2-258 b,187.631332,-1.16092,-,0.268,19.0921,0.149,-,-,675.2,2018
planet,K2-259 b,186.802689,1.566849,-,0.207,15.48043,0.1271,-,-,422.1,2018
planet,K2-26 b,94.206581,24.596411,-,0.238,14.5665,0.0962,-,88.4,99.33,2016
planet,K2-260 b,76.867325,16.867718,1.42,1.552,2.6266657,0.0404,0,88.67,676.32,2018
planet,K2-261 b,163.032425,0.493352,0.223,0.85,11.63344,0.102,0.39,88.4,214.58,2018
planet,K2-263 b,129.682388,15.680626,0.0466,0.215,50.818947,0.2573,-,89.24,163.23,2018
planet,K2-264 b,131.358566,19.698462,-,0.199,5.840002,0.05023,0,89.01,187,2018
planet,K2-264 c,131.358566,19.698462,-,0.238,19.660302,0.11283,0,89.38,187,2018
planet,K2-265 b,342.031525,-14.494689,0.02058,0.153,2.369172,0.03376,0.084,87.7,139.22,2018
planet,K2-266 b,157.93544,0.937571,0.0355,0.294,0.658524,0.01306,-,75.32,77.16,2018
planet,K2-266 c,157.93544,0.937571,0.00091,0.063,7.814,0.0679,0.042,88.28,77.16,2018
planet,K2-266 d,157.93544,0.937571,0.028,0.261,14.697,0.1035,0.047,89.46,77.16,2018
planet,K2-266 e,157.93544,0.937571,0.04499,0.244,19.482,0.1249,0.043,89.45,77.16,2018
planet,K2-268 b,133.709549,11.848265,-,0.126,2.151894,0.0308,-,-,331.46,2018
planet,K2-268 c,133.709549,11.848265,-,0.24,9.326841,0.0819,-,-,331.46,2018
planet,K2-269 b,130.155167,13.014676,-,0.14,4.144965,0.0531,-,-,362.07,2018
planet,K2-27 b,171.515167,1.230738,0.09722,0.4,6.771315,0.06702,0.251,88.4,251.43,2016
planet,K2-270 b,131.266602,13.549833,-,0.123,1.543069,0.0247,-,-,283.53,2018
planet,K2-270 c,131.266602,13.549833,-,0.263,4.400028,0.0497,-,-,283.53,2018
planet,K2-271 b,125.223885,16.090946,-,0.649,8.562421,0.077,-,-,571.47,2018
planet,K2-272 b,132.621124,17.542444,-,0.26,14.453533,0.1081,-,-,426.57,2018
planet,K2-273 b,129.777054,19.010023,-,0.394,11.716332,0.0974,-,-,310.6,2018
planet,K2-274 b,129.28244,20.399372,-,0.196,14.129714,0.1064,-,-,232.82,2018
planet,K2-275 b,132.169891,20.455076,-,0.2,3.280961,0.04,-,-,124.09,2018
planet,K2-275 c,132.169891,20.455076,-,0.209,8.438756,0.075,-,-,124.09,2018
planet,K2-276 b,125.952751,22.634024,-,0.336,18.718269,0.1291,-,-,489.88,2018
planet,K2-277 b,202.016632,-15.93782,-,0.185,6.326763,0.0675,-,-,113.53,2018
planet,K2-278 b,203.301773,-14.504056,-,0.266,3.334966,0.0488,-,-,804.13,2018
planet,K2-279 b,204.779724,-6.041594,-,0.108,7.122605,0.067,-,-,183.8,2018
planet,K2-28 b,335.62439,-7.955366,-,0.207,2.260455,0.0214,0,88.9,63.11,2016
planet,K2-280 b,291.595337,-22.247662,0.1167,0.684,19.895202,0.1488,0.35,89.4,396.9,2018
planet,K2-281 b,16.22735,7.269234,-,0.73,8.687721,0.0773,-,-,466.11,2018
planet,K2-282 b,13.432017,7.995316,-,0.252,4.169836,0.0499,-,-,502.28,2018
planet,K2-283 b,13.194414,9.692924,-,0.314,1.921036,0.0291,-,-,408.24,2018
planet,K2-284 b,79.140686,20.255108,-,0.248,4.795069,0.04771,0.078,89,107.6,2018
planet,K2-285 b,349.384277,1.30029,0.03046,0.231,3.471745,0.03817,0,86.846,155.65,2018
planet,K2-285 c,349.384277,1.30029,0.04933,0.315,7.138048,0.0824,0,89.861,155.65,2018
planet,K2-285 d,349.384277,1.30029,0.02045,0.221,10.45582,0.1178,0,89.643,155.65,2018
planet,K2-285 e,349.384277,1.30029,0.03367,0.174,14.76289,0.18041,0,89.799,155.65,2018
planet,K2-286 b,233.369568,-16.773256,0.0214,0.187,27.359,0.1768,-,89.67,76.32,2018
planet,K2-287 b,233.074341,-22.358261,0.315,0.847,14.893291,0.1206,0.478,88.13,159.05,2018
planet,K2-288B b,55.44166668,18.30222223,-,0.152,31.393463,0.164,-,89.81,69.3,2018
planet,K2-289 b,246.643036,-15.792386,0.1529,0.812,13.156969,0.107,-,88.48,270.7,2019
planet,K2-29 b,62.670647,24.402042,0.73,1.19,3.2588321,0.04217,0.066,86.656,179.39,2016
planet,K2-290 b,234.857773,-20.198818,0.0343,0.273,9.21165,0.0923,0,88.14,274.99,2019
planet,K2-290 c,234.857773,-20.198818,0.774,1.006,48.36685,0.305,0,89.37,274.99,2019
planet,K2-291 b,76.445793,21.54863,0.02042,0.142,2.225177,0.03261,0,85.26,90.29,2019
planet,K2-292 b,205.376266,-9.946078,0.07709,0.235,16.9841,0.13,0.04,88.4,114.29,2019
planet,K2-293 b,351.606354,-6.027876,-,0.219,13.1225,0.1,-,88.8,396.64,2019
planet,K2-294 b,352.051666,-7.60369,-,0.148,2.50387,0.036,-,85.5,377.04,2019
planet,K2-295 b,19.6099,6.816871,0.335,0.897,4.024867,0.0451,0,89.3,225.7,2018
planet,K2-3 b,172.334946,-1.454787,0.02039,0.194,10.054626,0.0775,0,89.588,45,2015
planet,K2-3 c,172.334946,-1.454787,0.00673,0.165,24.646582,0.1405,0,89.905,45,2015
planet,K2-3 d,172.334946,-1.454787,0.00881,0.135,44.55646,0.2086,0,89.788,45,2015
planet,K2-30 b,52.341961,22.299404,0.579,1.039,4.098503,0.04839,0,86.92,336.26,2016
planet,K2-308 b,78.339134,16.414202,0.025,0.884,3.38628,-,-,88.44,-,2019
planet,K2-31 b,245.4408375,-23.54786669,1.774,1.06,1.25785,0.022,0,79.9,-,2016
planet,K2-314 b,228.25,-16.72472224,0.02753,0.174,3.5951,0.047,0.06,86.14,324.7,2020
planet,K2-314 c,228.25,-16.72472224,0.04616,0.3274,15.624,0.13,0.07,87.94,324.7,2020
planet,K2-314 d,228.25,-16.72472224,0.03203,0.3515,35.747,0.22,0.15,-,324.7,2020
planet,K2-315 b,228.021652,-20.108528,-,0.085,3.1443189,0.0234,-,88.74,56.8,2020
planet,K2-316 b,233.624756,-23.259212,-,0.119,1.133,0.0147,-,87.02,112.84,2020
